annual_salary,other_income,investments,deductions,age,tax_paid
4039973,446015,82418,22188,51,1156391.18
1563864,66567,97739,66019,39,247001.98
4926429,482517,55214,451,46,1459623.67
1429003,182296,134016,4069,49,249042.77
2160220,389569,24336,64274,31,557287.85
3200264,318207,38624,13386,61,870935.83
972291,113394,65206,7207,52,109360.58
3714674,317384,44764,38439,41,1021442.76
1233879,343496,94325,52285,58,235798.68
2348164,148940,45420,18157,54,548660.42
3273961,469189,104381,87542,60,897382.82
418168,343133,65671,74726,42,27748.03
348178,22222,146845,83985,47,0.0
258123,79794,107596,41357,28,0.0
2408977,63924,26447,95214,60,522986.88
1417309,99854,135105,14929,51,215944.25
3067543,340657,150000,48747,21,790749.34
3570698,260038,20497,7913,59,975725.71
2522018,316793,79714,75531,54,626672.59
915003,365130,126892,26727,44,140872.37
2475598,243815,150000,1946,48,590449.7
4691260,345893,143954,61061,24,1297027.06
1036002,233127,148017,66930,38,118304.78
1561621,141295,150000,61472,49,254730.53
1370642,179238,150000,67957,43,204959.98
590508,39369,59870,85839,57,9576.74
1969107,348523,149667,19467,47,459730.75
236160,331536,97847,24504,36,7557.94
219156,452742,150000,76516,47,7559.86
2770348,274805,150000,1844,29,692112.41
2762688,146663,96134,34572,25,656337.24
4854126,333862,150000,84423,28,1334912.28
4351674,186307,101110,83813,38,1147554.1
2014630,270114,149711,22975,55,448362.1
1081809,47922,150000,19449,26,98338.66
4699311,493614,71918,19459,63,1381082.98
937197,292899,150000,66795,43,109366.61
4008282,120926,150000,18604,46,1025108.45
845649,19416,150000,79395,59,30819.36
412986,13672,3159,60140,44,3294.67
3543014,476684,71192,25362,30,1013420.93
3838236,128145,66988,27943,35,997292.4
229777,178068,107739,21319,58,0.0
3602155,336239,18706,51050,40,996415.06
4027271,64,140934,7697,49,999555.65
4814965,68835,10219,88611,26,1282310.64
398110,201457,89017,53655,29,8158.54
4279430,398855,34536,96896,25,1208018.14
614627,247795,71632,93696,59,43595.55
3003089,404271,150000,28735,39,796731.0
2575163,452436,108798,31293,25,690302.5
3932517,349738,33937,69485,40,1093195.9
3491066,422643,21094,76195,31,980123.04
4953954,116916,125312,8010,47,1329914.98
1417933,382452,104894,92305,49,289594.03
1899547,344660,117118,89359,27,425171.76
3077597,326810,150000,81936,23,779210.95
4600131,195346,83325,40727,25,1246884.6
3309823,380438,131195,14787,33,895215.05
542424,273010,150000,73442,36,21734.34
1661659,3889,71445,13303,32,282609.6
3140107,118194,31854,66802,59,775209.24
2250241,124714,60796,98782,47,480597.62
3221034,441442,69432,53448,53,893753.95
1356245,31335,150000,69513,35,153836.9
358998,50547,150000,6068,41,0.0
1876079,157234,17111,31227,64,408712.2
822995,220521,72575,12740,37,97905.81
3962853,155759,110380,88333,57,1012408.49
4250230,360900,24099,64745,35,1200353.23
2203011,273139,150000,7791,40,512728.01
1476120,449704,108871,485,39,356138.02
4661918,2631,15029,45048,21,1225995.26
3573195,428170,150000,30695,24,981449.04
2008516,137039,15793,37441,23,442204.15
1156011,350438,48106,337,28,244297.87
3857905,349422,85662,90972,61,1046976.22
4225129,64471,132044,15092,64,1081848.77
3961509,299260,131432,56052,25,1060264.92
992955,354260,133704,1471,29,167556.48
1466571,427443,150000,51194,21,317559.84
1961126,133014,80882,44388,63,403687.44
4310993,47664,113858,93232,50,1084688.9
493313,159141,149080,72025,27,6830.15
4548366,87342,77656,58045,42,1193402.18
1802525,14407,150000,73392,40,286584.48
1917355,113926,50908,94147,49,377902.51
4146617,321345,138890,61088,47,1121011.01
3683974,342237,30579,74901,45,1012668.07
3442792,447564,55178,99909,55,954803.93
1647922,213053,150000,5664,47,321457.03
333114,17878,150000,88859,31,0.0
3153718,83100,113204,91991,37,735266.38
4885942,340773,95373,5379,51,1388700.46
2087717,448636,132047,67660,38,518433.55
884076,494308,150000,31536,39,162816.58
4168178,223059,16265,4991,58,1152834.07
339133,43168,63518,72330,49,0.0
4009697,250396,135390,94754,35,1046744.09
4739469,250481,120611,96649,27,1278479.28
1662597,317006,150000,93513,57,331060.08
470001,482838,150000,28359,57,59691.84
4817631,475241,115475,49302,27,1389365.64
3597570,28004,150000,18043,42,868149.67
1599298,282615,104968,88059,32,316332.43
4347413,91820,111686,9070,28,1136764.82
982409,191239,76377,72735,38,111703.49
1917826,102229,91671,84239,48,364773.24
2641724,477044,143499,84803,38,691225.39
913391,327452,150000,14133,51,125333.52
4899654,346113,102263,56955,37,1376403.29
537164,14568,150000,28571,43,3804.37
3374209,9466,150000,26991,31,789885.41
2963779,222129,121359,77115,35,721479.41
3058214,57324,98844,49741,50,715089.34
2434967,364352,64927,98891,51,611676.31
2220880,146539,73170,84539,26,478829.52
3001285,490771,76150,21871,32,848338.92
2616338,75955,24866,6223,43,619695.65
4443780,446164,10282,14197,59,1307425.08
4093193,147748,150000,74923,60,1042397.62
3017754,94791,150000,92438,56,684873.38
2981460,162586,15412,80375,55,740456.81
1455959,370862,124135,63196,23,300920.88
4463397,22650,120019,79432,62,1126817.95
2313687,350434,24583,41525,48,599980.06
1819426,77701,61922,16198,35,356930.18
4650627,272827,6185,34524,33,1312816.44
2556068,229164,86348,94187,39,602065.46
2338421,453035,91368,98172,60,601197.79
1120631,80978,150000,99664,38,96604.56
485291,4860,17423,92680,51,4162.5
2735896,134801,51268,84293,57,642762.43
1849959,31351,112692,99499,41,310165.13
4070019,324888,150000,18515,59,1108034.3
2388077,155418,150000,22027,25,529298.02
4984973,382342,95201,13792,37,1429996.46
3969484,336299,83744,81313,39,1081306.51
1490906,121449,118222,85330,24,228946.54
1635367,76700,88590,32544,46,285771.1
1740450,235486,150000,84287,44,332794.49
3921040,269099,122942,96559,59,1028239.06
1889576,458858,134643,85263,58,453500.74
3446849,257571,19576,23665,39,931687.85
465976,463506,119641,31126,50,60572.72
1805196,437509,150000,19481,46,436245.89
4406771,192408,140752,91372,31,1151921.16
1245851,283806,150000,99637,59,188766.24
277994,6408,150000,23549,23,0.0
4488506,171475,115042,68872,42,1185932.9
2864921,263369,150000,73693,37,695634.26
3741525,405412,133846,52236,31,1025186.76
1634730,463002,148044,63983,59,377739.96
4839158,146444,145120,36155,47,1288350.02
3993730,257320,98908,37481,63,1073174.23
4271650,17279,108724,97103,49,1063327.82
4554489,110401,80225,67967,32,1198609.78
2158615,226801,82273,99320,33,476992.78
1178534,247380,126170,82561,31,169161.1
4668262,447456,98737,20446,51,1348318.92
2569320,354548,96537,8507,31,668873.09
4064376,169259,57602,33208,61,1081961.4
1095668,247145,66403,17522,63,182173.06
2879276,310625,27182,47402,56,761378.9
1518155,159547,79876,25490,22,279968.83
1184588,44552,47059,38011,43,146349.84
4649399,199041,139859,35071,56,1247535.12
4202761,207606,393,47754,34,1150412.64
681632,489885,61775,95949,57,109468.94
1509752,230677,150000,45102,47,271542.02
4231103,261869,143128,14040,32,1142170.85
729954,400074,150000,7046,49,100980.26
4250807,205558,150000,39374,26,1120701.19
3213337,74474,150000,36189,64,757106.06
1611910,287312,45909,83998,43,341426.28
1611188,32099,52906,86070,30,258745.03
4261367,202252,97435,34968,54,1140739.39
226505,240454,86290,20935,64,3106.17
3906729,323599,44389,55581,32,1078071.7
1850375,54240,20905,9009,52,374306.71
2075530,336940,150000,46989,46,480630.07
412204,316736,57557,46876,27,28497.46
728168,260746,116814,67482,52,65960.54
1173215,384325,150000,36724,53,217094.59
767827,252051,150000,51377,38,68848.21
2537208,440674,84752,68861,55,670571.93
1467633,101611,150000,8699,40,229490.04
3884815,58046,4574,3745,51,1016977.1
4902104,250468,88291,44837,25,1355466.53
2226182,16488,150000,30794,52,432705.31
4838246,189913,96777,90080,62,1299886.22
248784,380665,24737,21198,39,19970.91
2410186,393611,23390,57803,21,638852.45
2731196,183741,91612,13489,27,666068.83
3400090,141917,52330,50557,42,862405.44
253997,167131,71082,61439,54,0.0
2290053,18394,150000,22474,30,455823.58
4575717,356137,150000,56439,62,1263729.48
1000981,176978,21037,83956,46,124165.39
3140504,59332,116668,55186,52,734130.38
1662108,168377,119229,68213,62,302029.42
4943216,42628,150000,55296,47,1280930.98
770993,283496,150000,34512,32,79555.22
1450469,479898,96342,76711,60,337681.97
4277348,345115,89928,1177,43,1203183.7
2373577,51993,28087,761,34,537177.26
2793449,170458,109844,6458,54,677852.76
1788858,365171,12803,59698,37,438836.74
1218543,449840,150000,54775,26,246045.7
4506219,450281,66761,53866,47,1298192.38
585105,382356,128574,20110,28,68905.62
3625077,478720,78579,93789,53,1016005.85
4713125,8539,147235,83853,55,1190459.71
4427234,132335,150000,61446,37,1146014.38
1321889,406521,150000,28433,46,272992.82
949211,315961,36764,72715,27,149976.22
3458881,417614,150000,14849,44,947433.55
3831453,240310,150000,69980,45,991156.3
4150476,490832,47055,68500,55,1201434.94
2193384,206873,51599,41990,46,509080.42
2385028,311251,82787,59891,25,586123.51
737691,425368,39720,59866,58,121203.58
3687924,486476,93120,78347,55,1038315.1
972838,423840,150000,75603,50,154775.4
461420,391384,127976,39992,45,41045.89
677843,361799,114067,65097,44,77579.42
4729943,56132,150000,76008,50,1212140.9
2460156,387845,13219,80662,40,648685.44
4752538,105494,108508,3101,23,1270283.98
4790905,315123,90351,26990,52,1345870.34
2025260,320157,48865,69214,28,484329.46
2265306,225997,54457,34611,43,538897.32
4975833,63797,90159,61495,36,1314448.51
4047593,51798,150000,96265,55,991575.31
4387694,147722,93391,51090,45,1159371.72
1412980,419230,150000,94571,35,284743.37
3299834,76421,50400,15958,28,822087.86
1455973,269578,36258,89786,54,288446.18
3764507,292172,150000,72619,45,985626.72
4499489,66558,111466,65256,64,1158869.4
3382132,286475,149353,87292,39,860172.14
4449486,67573,77264,67002,63,1153711.42
3640863,129473,150000,49887,33,903380.09
3238783,467508,150000,339,32,898857.02
3571189,177398,150000,50528,35,896394.41
2072508,345123,141234,86639,43,472604.5
3117369,492944,108877,82624,60,856069.34
4966589,266267,150000,69260,22,1353641.95
344375,278747,11338,53570,60,14708.51
4429491,328085,11675,21643,43,1263368.5
857253,42597,89606,60252,25,54598.34
3383818,194310,20080,91580,54,870938.02
3279578,346382,13936,10334,30,913127.28
1718560,435935,10019,98856,47,427633.44
2094420,222858,150000,62977,62,445941.91
741797,303895,150000,789,24,84739.82
4462957,388606,88304,33941,24,1264947.22
892289,86978,4486,552,28,101239.63
3737498,279837,82021,19806,26,1011038.5
1996218,482757,118411,36979,45,514358.52
3884032,168769,150000,8823,47,1004321.14
2584318,356668,51697,31980,60,680880.41
752226,360013,55998,860,40,118678.87
460710,161064,109537,290,47,11021.24
1480896,325969,97816,42417,27,309389.18
2240403,140594,26576,79880,43,499056.79
4003074,392619,150000,5870,40,1112224.78
4346226,307550,108064,33397,54,1197242.28
1138193,238078,81238,16186,49,188400.26
1605419,240140,150000,97801,64,287900.5
4062012,143193,125885,21016,25,1055590.85
1743103,123371,65729,69616,47,329512.25
3707145,407435,90853,78508,32,1020308.33
1978244,263761,121992,67296,37,429847.7
4102216,43016,29144,11274,57,1070101.97
4982337,443888,125143,23304,54,1436066.74
3341537,286420,150000,77702,50,850279.56
1380859,230959,77148,68934,56,246709.63
4787749,334384,19307,96161,26,1351479.48
3726844,368436,60598,47698,52,1033339.01
2180425,186807,150000,76051,52,457448.47
4950411,17959,150000,14705,29,1288143.48
1661742,28522,91810,36329,42,276783.0
3141616,449303,102870,59736,30,859033.66
2674370,403169,72131,52996,49,710552.54
2278937,26567,94138,10607,31,476036.81
3941372,453739,150000,52956,48,1097352.36
727340,62708,150000,30006,22,25488.74
1555097,126206,103412,78554,41,257193.14
2255397,22560,34551,75352,51,465832.85
1447486,58390,42926,20494,61,239446.27
2627115,125772,90214,21237,37,613528.03
2148697,461365,87750,72367,47,553782.84
1279037,429876,38599,40963,50,297757.51
4152910,307248,109490,30541,61,1137279.62
4351951,57805,93330,3447,28,1135049.45
3355200,236109,22593,71120,57,880649.95
1055695,495951,150000,27156,25,218240.88
312036,286640,109865,36559,46,7917.1
4582978,214373,150000,21465,26,1232676.43
2584819,91257,150000,42120,36,564394.27
4031854,3515,150000,82753,21,975816.19
1089694,4454,150000,10190,29,92863.26
790348,237145,132192,63394,41,71636.66
2960911,22873,147563,5335,27,672636.43
1571446,336064,43638,54639,63,353880.7
3624404,275871,150000,71796,35,937085.45
1109121,128376,5193,25778,44,165836.11
3821301,69070,15213,81141,25,973133.3
2340314,361203,79766,18559,58,601595.9
4266981,124564,148259,42341,49,1100094.84
4667801,228497,141112,20557,31,1266604.25
2409465,117213,150000,43781,24,517263.86
2325629,181051,29949,90453,30,533918.74
2383525,25465,134599,91473,54,470470.42
4274669,184972,102433,97074,24,1118561.81
893464,59799,149829,72257,30,50684.82
918730,96129,25412,20575,53,100125.38
1777415,414546,145384,72848,38,405203.45
4462663,139374,150000,4616,32,1176995.35
3793824,471659,142876,64908,43,1055402.09
4868223,483182,150000,33763,64,1401704.3
1558356,369432,46545,33124,45,366013.13
1715719,243761,76519,90297,57,348711.17
4341426,465933,150000,67229,24,1221520.56
1016117,242821,96093,2590,33,151399.56
1037566,12875,150000,30870,38,79470.77
1356543,27219,94324,9534,49,188730.05
294455,298326,3768,7921,64,19467.14
1709639,211613,1504,1691,50,387833.78
1423981,435485,67986,42042,58,335224.66
2536798,341925,116721,51209,48,635167.42
4584241,6457,8002,68440,27,1197847.87
2769464,399965,75427,53603,44,738004.49
2358344,33064,38787,44377,61,509572.13
1035165,403037,13898,39705,30,221394.89
3580889,115256,141544,96492,57,868330.01
1934428,360441,80800,18764,47,474335.16
4022069,234659,109023,73744,41,1060475.83
4680591,209727,150000,15783,56,1263454.92
2243683,400880,126718,8515,63,572310.96
3344787,160353,33743,2070,49,871830.02
3012789,258063,150000,82850,27,737256.62
3452772,236887,130864,13771,33,895447.49
1753749,425037,150000,96776,43,392187.12
2478214,234841,150000,64206,45,569040.89
656104,417863,150000,83364,61,73445.42
2366503,69918,150000,90514,33,474522.98
434085,213057,16868,20936,57,25342.3
958171,476015,2080,91618,50,207632.26
698095,352323,144848,17905,46,83234.32
2367461,337088,150000,3098,32,585452.71
1367732,89142,150000,27020,21,188714.45
2635296,27603,150000,57272,38,555555.62
1690424,308602,63271,51339,41,377337.79
221576,70605,77585,84488,44,0.0
3873336,281767,150000,10985,37,1035564.82
2963262,44440,124147,8283,62,686484.86
2924442,344571,15628,46323,29,790003.34
3530263,400920,125850,37708,60,964899.0
3865842,355970,139337,70298,48,1041199.22
2937968,289604,150000,5054,35,748025.62
2991338,214117,128872,78812,33,724704.55
2386203,213877,12460,71317,48,574486.54
3111451,466727,3477,63304,37,884955.86
3537031,110373,2202,16471,29,921564.07
2500457,399781,113846,83561,41,632683.27
3652550,481219,89410,70949,50,1029103.92
4145123,267014,106753,72956,31,1109917.54
2754728,18909,11850,39678,50,638698.01
4968026,271261,150000,54325,56,1360308.14
2363769,249975,133878,26527,45,554841.77
4283501,329618,138235,43250,27,1172069.81
1980248,93926,94368,12029,40,403346.42
2808026,437538,185,41583,55,788984.35
4995817,127463,24718,69368,30,1358508.53
2380019,101536,150000,68147,55,495583.3
979957,282272,150000,8353,21,133809.31
2113980,251981,150000,59336,34,462267.0
1707394,490533,18458,43042,25,455965.22
3179845,331145,130293,93125,60,815122.46
2912188,262584,122342,40996,64,728967.41
454265,454171,147078,90957,58,38043.41
4913797,180685,150000,76604,54,1308177.94
1110913,123491,76820,55918,44,133119.79
2257017,464165,104014,68882,24,584465.23
853817,404879,150000,36822,47,123824.69
1196433,497275,81234,48760,25,277278.77
2235286,496532,129282,4200,63,600080.83
2781505,150619,9102,47259,33,686638.06
4308949,81662,67107,8527,60,1135672.82
4874071,236128,126328,10535,41,1341080.83
4403887,5,150000,17944,57,1111015.78
4968979,234152,84079,40290,52,1373973.74
1697850,269182,129169,69700,58,341066.86
4236480,268558,94437,95558,51,1135693.42
1146803,480875,79570,12438,52,268529.04
3686444,331650,92656,64344,35,994061.33
4210088,338730,150000,88640,50,1134175.54
2295598,395822,118301,58005,63,574115.57
668298,278626,150000,70388,27,49719.49
4203031,229901,150000,72249,58,1103133.1
4530453,202945,38795,61083,51,1235058.24
770303,33948,51425,68719,64,40894.26
1188651,352131,57402,31354,46,242432.11
3517657,222873,150000,73568,56,886692.14
3536640,222322,103127,79811,63,905119.49
4388695,20875,150000,18793,46,1112522.42
2860891,275201,49649,37066,64,740805.62
4816167,32400,95117,84454,22,1246126.75
759119,464674,150000,71135,63,107152.86
2163957,68607,150000,32771,63,428935.42
2542094,349705,78156,13440,29,663063.34
2392271,289647,150000,11289,25,575836.25
3045376,416981,88340,49178,47,826749.77
4156558,101096,30568,70697,32,1086193.37
3931570,46612,149063,66500,55,963337.13
3232362,360462,8912,81478,49,882159.41
1401988,261538,150000,49223,36,246262.54
1790346,84335,50426,38369,39,346596.43
4634921,363133,110363,14184,63,1309934.18
3454449,93012,150000,68483,47,828041.14
805398,81748,143416,71774,38,38366.85
4507910,402644,2355,13156,61,1316653.42
1787514,162491,96429,2411,33,366963.48
3522918,65195,150000,15674,50,857200.97
460102,204767,150000,8308,46,10741.17
347631,89846,150000,68460,26,0.0
1543054,102404,150000,576,23,255803.18
2533697,301286,150000,14641,43,622546.7
3359016,261320,111151,74499,32,861022.03
1926334,71540,38526,89827,61,372690.55
3553030,169361,18088,98264,61,914484.17
2047199,339092,65377,50907,35,497642.18
3407443,321095,150000,41139,21,893068.49
1838004,11755,150000,84325,28,293415.41
1929187,252915,61788,39651,51,438566.86
3527775,380129,51529,57315,31,974706.72
4661595,84553,112833,93435,37,1205842.56
3660096,134962,103578,15658,47,936256.46
1530363,356520,150000,38907,51,319168.51
3646839,256760,39177,79720,47,970227.02
3313506,17175,116903,63917,34,772156.63
4497839,467943,39056,31747,43,1316633.45
1761014,327831,66421,78501,25,395903.98
4977551,347127,150000,76029,50,1380178.49
4789369,481503,39685,52140,54,1405262.66
3019648,225783,68590,54936,39,763434.36
3457983,155360,8977,26178,51,905794.66
3854250,46629,90568,99423,36,947197.06
951972,116779,48967,67750,47,96623.07
459427,178872,74072,8000,46,14295.22
3777507,168439,146142,8065,59,972422.57
3831171,471026,21500,62404,49,1105507.42
2439155,470970,115475,1085,59,660992.28
3943185,482544,10011,49325,64,1151714.62
2557681,330657,150000,69068,49,622212.24
3055825,82762,139968,62063,51,705605.47
914261,160094,95335,17622,22,98570.78
3970433,200401,150000,63902,26,1023962.78
4626111,452630,150000,4834,29,1325658.98
224363,394875,814,85733,35,12099.93
594798,57941,150000,12008,40,9918.01
2245990,431146,20150,78498,22,593888.26
1585049,305617,3825,47229,23,363358.94
2298772,186670,50368,8012,50,546643.34
1698447,16040,145872,51125,28,262856.88
3441147,69806,75535,85702,60,834511.39
1745288,144358,86390,84164,41,325756.7
4302622,200211,105076,9849,59,1158427.3
1795123,112076,150000,41372,63,324738.02
4414959,55916,57899,13767,33,1161953.21
2199085,148672,22601,80647,60,489686.81
1149133,395507,141749,39989,61,214625.42
650400,406339,150000,40582,57,78760.66
4269305,265955,150000,44370,52,1143757.68
1591538,472099,123355,45052,34,380711.76
4307560,31276,91450,99427,21,1083563.21
371236,185217,150000,45289,47,3180.53
3210129,439835,128424,21565,44,881392.2
289743,343193,125451,53164,42,8024.69
4842179,201750,66097,68125,34,1321228.58
4312924,219854,147256,50281,28,1141995.19
2155206,222115,150000,57988,47,466231.9
4288077,419930,66741,75285,23,1213986.07
1338422,186757,61377,88219,53,218581.9
958795,143266,143111,70037,41,83493.9
1964688,335206,45161,23423,52,485568.72
3157817,457253,150000,84693,60,844077.62
2904489,150434,148616,84705,61,669739.82
439647,316643,12987,88860,64,34724.14
4684266,46281,5239,1706,61,1263163.82
4293776,456029,44785,51753,52,1241219.3
4714153,306996,23358,93755,44,1319459.23
4938696,262120,114759,41334,31,1363353.58
4780784,253693,150000,67148,57,1292406.65
3997920,178908,150000,82374,41,1020069.65
3972515,4595,9096,95963,38,997479.91
3142609,95930,47582,50627,31,769182.96
2000200,146474,150000,15546,47,407511.94
624632,261745,150000,48735,63,41629.54
1772732,196355,111595,74581,58,345668.23
2140593,354820,150000,25299,21,513275.57
1709837,481347,101494,66927,49,420502.06
2940855,173795,69484,43347,41,725967.53
1691625,182394,1287,41221,49,360831.43
3540444,177836,150000,40776,29,889981.25
3950222,418127,23902,98203,27,1114228.13
1580188,222360,56188,15948,58,329288.54
3327555,281549,112894,25118,51,872380.7
3260465,58122,150000,79693,47,753134.93
3369451,482972,81204,17021,62,960709.78
3018767,230561,132844,73892,52,738688.7
4066610,232661,150000,57964,25,1065887.78
1662333,128909,150000,48215,53,286424.42
770217,265591,126800,1223,35,87419.28
323199,184215,150000,36110,25,1107.81
2328825,456122,58293,90162,40,611985.5
624190,10662,7213,96453,58,12021.67
3672696,456217,14941,21526,57,1066243.15
2320677,58282,95881,74392,37,478510.03
2879244,398115,147036,38829,24,753946.13
3422989,290726,26855,79068,41,915031.1
2797979,67471,150000,51862,54,620439.46
2216307,123513,121739,86281,60,454521.6
4161643,173285,1046,20336,25,1135226.35
2304417,107578,14909,30796,24,527682.48
1009195,338015,150000,27167,42,154453.42
4410037,83205,116853,66416,34,1134111.58
1098628,336225,94135,16818,24,202456.8
3961054,367927,71255,38892,28,1105676.21
2596716,234631,146696,24488,23,619370.86
2755517,83805,106378,37952,49,630237.5
1269634,124698,10352,83904,46,195023.71
2543453,168902,96421,94564,50,576067.44
1545649,400282,80539,13223,32,367276.73
1201675,10712,9223,61457,35,145612.58
2257244,343671,78254,96931,61,546227.76
2907929,391597,66851,30261,22,788553.17
4048444,126888,50044,59966,21,1057780.46
2374749,232398,90218,75520,48,551119.61
3342536,196437,85000,68334,60,845719.37
2041049,87185,107240,7603,55,417577.99
4472513,361995,150000,77240,54,1226867.62
4128125,424022,144839,34261,24,1153790.66
4325186,12210,31028,15707,38,1128086.23
3538669,36972,47953,18009,32,884419.85
4022147,236966,57965,59763,41,1081512.12
824152,296280,69776,52169,30,106285.3
2445772,437513,31459,18231,41,673481.64
4560866,378589,90932,3246,60,1301126.42
2504310,278089,82331,58882,45,613450.03
1176264,226273,150000,29825,37,170886.14
4293569,435693,67982,15925,26,1238750.76
4680757,341324,134418,1316,34,1313940.26
4128094,332597,150000,59063,57,1115907.94
3165483,347548,114773,83870,60,823489.06
4619713,470629,40517,96608,60,1334803.7
2990353,406440,69678,2026,38,826827.77
3261316,3052,112491,67083,50,751855.73
2665849,289416,72623,15289,29,684014.14
3133865,303294,150000,48886,34,799741.18
782314,227276,97409,65020,37,74809.49
4041185,148388,48575,39279,54,1069136.33
2705700,446605,108501,87705,42,711702.89
345693,456548,45039,85643,52,38284.27
1849734,138312,150000,99827,32,331724.33
3888190,359239,80260,27279,36,1081045.68
1110789,330918,55871,18356,42,216053.76
1085621,305319,150000,62535,58,157062.36
4693122,393781,120773,65200,59,1318490.16
761548,480514,150000,30043,22,120749.93
904824,464310,60693,95502,28,167836.97
2032500,16375,31433,12795,64,414849.86
4579845,25710,74797,82536,21,1177245.26
1903728,180967,15804,86435,61,407926.27
4962315,254624,45101,87111,60,1375834.82
3577136,469855,150000,61513,61,986069.14
668451,146246,78363,22158,25,47148.61
3587841,369170,107904,48630,56,975148.82
3422026,480545,44700,19005,37,987126.19
4977830,27597,114952,84013,61,1289016.14
459425,336433,77576,85096,50,30302.69
710609,431613,19477,91244,35,113152.21
4694893,465070,16127,40252,40,1381718.21
2293333,426285,26049,45176,56,615698.62
830458,85687,12473,85490,22,68781.86
2168093,118968,61836,96171,24,453664.85
2644913,40274,42464,84066,44,587700.98
3987132,467453,13714,705,62,1174731.79
4009821,203570,60878,51510,22,1068912.94
995911,431413,150000,46293,22,173481.67
4993953,48634,97481,92582,21,1303387.49
1925240,292185,41514,44420,33,454425.19
628910,400464,96988,20152,26,88344.67
3469960,347509,5136,97391,42,948461.9
4237746,395419,98115,59278,37,1185840.86
281171,314130,31516,55130,42,10850.06
2673447,287514,76982,67855,63,668030.69
2383448,297391,150000,60216,26,560234.38
1389138,386547,45099,73699,23,306348.74
2449476,381688,90060,87141,26,617436.46
2959374,206994,13188,209,37,773126.95
1652242,256480,111073,4834,55,348758.28
3663894,393650,51188,31512,57,1029551.33
983258,62982,124077,62485,55,77413.02
2096999,327324,5560,51959,43,527842.85
3052889,108534,108763,77982,28,717499.54
1560573,165546,150000,69498,27,259465.75
2077887,286788,123651,13028,30,484534.75
1961201,38493,38082,51542,46,385341.84
2537180,345968,41430,21903,30,669182.28
3685862,397175,150000,11717,39,1012851.84
1600507,309433,40397,30545,43,363167.38
4435040,404359,129189,35212,51,1247999.38
4603428,432809,25247,41100,53,1340005.68
2764462,432331,150000,57635,22,722017.3
2957398,242217,150000,52016,48,724650.89
588742,153612,41986,35375,52,36918.54
2521945,297625,44514,20320,53,648877.63
842911,226577,150000,19301,29,85838.9
876935,77097,143703,51370,49,56463.47
1885124,284722,67008,83717,35,419365.75
3323305,406003,150000,9168,38,903283.68
4827163,334192,47367,68109,38,1363714.25
4273332,183951,150000,18973,27,1127352.72
601072,141668,70408,36051,34,30946.45
2295637,490498,43341,42759,49,631810.92
2988302,453885,144763,86337,39,791259.14
1156010,413146,109786,94180,25,215339.28
3721302,179022,4753,93059,61,975783.74
943264,357881,1833,99017,25,163892.04
4668852,280831,8645,84343,35,1304688.84
4111372,446049,115428,67426,46,1154264.9
619503,122540,95977,19951,44,28831.92
3379888,167061,40024,70911,39,861436.37
358253,292327,108853,31305,40,10941.94
869745,282902,140707,81115,63,92211.6
3411369,132154,150000,75406,29,824652.5
1859537,238013,9940,84067,48,414505.42
1479898,96368,35169,9109,36,267380.26
2564840,45891,78647,26842,31,571035.5
971143,439026,45200,10716,54,211926.94
4106377,46901,150000,83726,45,1012300.22
4690998,476728,150000,48585,60,1339771.99
4185853,366056,150000,97969,41,1132229.28
1661433,71062,148865,90740,25,255181.68
3548549,489838,83682,46408,31,1008788.66
1526325,152635,33677,36530,63,291330.94
4890693,334152,150000,91920,29,1344072.6
2347865,395991,23022,65385,31,617900.09
3142050,409044,150000,59730,57,831905.57
1776845,280118,530,75623,61,407412.72
1188722,153460,9551,77658,21,180951.58
2237398,80591,28394,30898,46,494113.46
3727110,252990,42987,63908,30,997839.96
4489639,280759,150000,81377,60,1205574.55
1265560,431102,68096,91118,39,269083.78
2954036,22838,84097,57392,36,674040.12
291656,302872,70639,75578,57,7712.17
2362766,116249,150000,26505,61,507783.12
553153,78000,2781,88830,24,12456.18
3653708,314942,17330,6173,34,1020285.86
4329977,499116,5257,84052,50,1268212.61
4301153,465992,58642,6932,27,1256290.15
1187938,463694,150000,83445,32,231874.34
1182014,412838,51663,30241,44,261439.78
4001065,144608,34956,16712,59,1066729.56
1062839,460352,15615,68193,63,238487.5
1882245,136772,881,29105,42,409977.67
1264367,169911,132919,30382,50,185944.82
1306623,272392,150000,87892,59,207830.38
434898,45291,121265,54520,40,229.01
661122,344773,87646,19589,46,85521.28
875025,215963,127148,39601,25,90841.71
4464550,125612,37336,89452,60,1181972.69
4309683,17177,81850,40675,62,1101152.52
1805752,412699,95654,34366,26,440990.47
3483549,43815,150000,3851,54,841936.06
4965123,300677,150000,92584,25,1356643.39
1007040,262170,22966,7582,30,175862.54
4332443,104997,150000,40591,48,1114416.89
2643292,60611,11320,70143,23,607601.28
3842891,87242,150000,5507,33,967083.31
2354828,417876,65125,5934,22,632313.24
3793345,186175,150000,41971,55,971115.29
1233388,445469,117296,87488,48,249310.78
2984975,367057,125355,4659,57,794669.62
3283362,42082,150000,4398,43,778766.35
651989,147330,150000,6242,63,32360.02
1019555,103613,11780,28620,43,127223.62
3277026,360459,76230,91441,55,871981.97
2344751,351834,112696,10796,61,592205.02
348469,95220,106075,47145,59,0.0
2537422,15389,133001,47543,52,529547.3
4370555,91860,95153,63814,22,1132075.78
